final_text,label
permohonan penyelesaian perbaikan drainase pada tanggal desember ada perbaikan saluran drainase di jalan sauyunan rukun tetangga rukun warga melalui musrembang dikelurahan kebonlega pada saat pekerjaan sudah selesai ada warga yang akses jalan kendaraanya terganggu pihak pelaksana menjanjikan akan menyelesaikan pekerjaan tersebut tapi sampai dengan saat ini belum ada tindak lanjut dimihon untuk dibantu kepada dsdabm,LOW
permohonan peninjauan kebijakan wajib jalan kaki bagi siswa yang tidak konsisten diterapkan di lingkungan sekolah kami menyampaikan permohonan peninjauan terhadap kebijakan yang diterapkan di lingkungan sdpn setiabudi beralamat di jalan sarirasa no sarijadi sukasari kota bandung adapun kebijakan yang dimaksud adalah imbauan ketentuan agar siswa berjalan kaki dalam radius tertentu menuju sekolah pada prinsipnya kami memahami tujuan kebijakan tersebut seperti mendorong gaya hidup sehat bagi siswa mengurangi kemacetan di lingkungan sekolah meningkatkan kemandirian anak namun demikian dalam pelaksanaannya terdapat hal yang menjadi perhatian kebijakan tersebut terkesan diberlakukan sepihak kepada siswa sementara jajaran sekolah kepala sekolah tu dan guru tidak memberikan contoh penerapan yang serupa hal ini menimbulkan kesan ketidakadilan dan inkonsistensi sehingga berpotensi menurunkan efektivitas kebijakan berpotensi menimbulkan risiko bagi siswa keamanan di jalan cuaca jarak tempuh apabila tidak disertai pengaturan yang jelas dan komprehensif berdasarkan penelusuran kami kebijakan berjalan kaki ke sekolah umumnya bersifat imbauan atau program edukatif bukan kewajiban yang bersifat memaksa dan seharusnya memperhatikan prinsip keselamatan peserta didik kondisi lingkungan dan jarak tempuh keteladanan dari pihak sekolah sejalan dengan itu kami merujuk pada undang undang no tahun menekankan bahwa penyelenggaraan pendidikan harus berkeadilan dan tidak diskriminatif undang undang no tahun mengamanatkan bahwa anak berhak atas perlindungan dari risiko dan perlakuan yang tidak tepat prinsip keteladanan pendidik dalam dunia pendidikan di mana guru dan tenaga kependidikan seharusnya menjadi contoh dalam penerapan kebijakan sehubungan dengan hal tersebut kami memohon peninjauan terhadap kebijakan tersebut agar tidak bersifat sepihak evaluasi penerapan di lapangan agar lebih adil dan konsisten penegasan apakah kebijakan tersebut bersifat imbauan atau kewajiban arahan agar pihak sekolah memberikan keteladanan nyata dalam pelaksanaan kebijakan demikian kami sampaikan atas perhatian dan tindak lanjutnya kami ucapkan,MEDIUM
pemeriksaan izin bangunan saat ini di jalan kalijati raya kecamatan antapani kota bandung jawa barat sedang dibangun sebuah bangunan yang tampaknya akan menjadi minimarket dari warnanya bakal toko indomaret yang menjadi perhatian saya adalah bahwa halaman carport bangunan tersebut telah mengambil bahu jalan dan selokan mohon kiranya dapat diperiksa apakah memang itu sesuai dengan izin yang diberikan oleh dinas terkait ataukah telah terjadi pelanggaran saya lampirkan foto saat ini ini lokasi google map bangunan tersebut koordinat,HIGH
pengaduan tentang keberadaan kantor gudang pt china comservice indonesia di kompleks perumahan ijin melaporkan bahwa di sebelah tempat tinggal saya di jalan suryalaya barat iv no kota bandung ada rumah tinggal yang dialihgunakan menjadi kantor dan sampai saat ini sangat mengganggu ketenangan saya dan orang tua saya yang sudah sepuh karena mereka melakukan aktivitas seperti bongkar muat barang hingga malam hari lebih dari pukul bahkan tengah malam dan banyak sekali parkir kendaraan di sekitar rumah kami serta menyimpan barang dengan tidak beraturan mengabaikan keselamatan k khawatir terjadi kebakaran adapun perusahaan tersebut adalah pt china comservice indonesia yang beralamat jalan suryalaya barat iv no rukun tetangga rukun warga kel cijagra kec lengkong kota bandung untuk itu saya berharap pihak satpol pp kota bandung bisa menegur keras kepada mereka karena saya juga sudah mengadukan beberapakali ke pihak rukun tetangga,MEDIUM
tolong ad bangunan ghoib lantai dan pekerja suku tertentu arogan k warga ini lokasi proyek oxygen kantor provider internet konon katanya mau dibangun lantai dan sudah ada dan dibuatkan bor pale lokai persis di sebalah jalan sarijadi raya dekat atau sebelah yamaha star sarijadi di jalan no bandung atau berdampingan dengan jalan sarijadi raya no padahal area ini padat penduduk pemukiman padat belakang nya dan jalan raya sarijadi setiap hujan besar selalu banjir dari solokan kiriman atas maupun sekitar bagaimana mungkin ini bisa di berikan ijin belum lagi kami dengar info pekerja bangungannya dari daerah jawa suku jawa tidak punya sopan santun dengan warga dan ngontrak di beberapa rumah kontrakan dan semuanya dipaksakan kapasitas over kapasitas bayangkan rumah kontrakan kapasitas kamar atau atau setara hanya sd orang dipaksakan sampai sd orang walaupun sudah ada beberapa warga lapor ke rukun tetangga dan pemilik kontrakan kami dengar tidak tidak ditanggapi bahkan tidak ada surat lapor x jam tidak jelas ktp nya siapa dan rukun tetangga belum pegang dan mersahkan warga info ini kami dengar ketika ada keributan di sekitar lokasi proyek dan kontrakan pemilik rumah pun pura pura tutup mata masa penduduk asli kalah oleh pengontrak padahal undang undang nya jelas dan rukun tetangga rukun warga atau lingkungan terkait pada tutup mata wkwkkw patut di razia semua kontrakan di sekitaran proyek cilandak dangdeur dan sekitara banyak yang tidak sesuai peruntukannya dan berselisish juga dengan penduduk asli tolong mereka kang dedimulyadiofficial bapak gubernur kami calon presiden kami,MEDIUM
pembakaran sampah sembarangan terjadi pembakaran sampah secara illegal dan terus menerus yang dilakukan pada dini hari sampai pagi hari pembakaran tersebut terjadi di jalan tubagus ismail raya no tepatnya warung entis depan wisma ayah bunda seberang indomaret pembakaran ini kerap dilakukan hampir setiap hari karena yang bersangkutan membakar sampah berupa kelapa sisa penjualan warung tersebut dan daun daun kering yang dikumpulkan tolong segera ditindak lanjuti karena kejadian ini sudah berulang dan mengganggu terhadap pernafasan warga sekitar,MEDIUM
ranting pohon besar menjuntai mengenai kabel kami dari warga dian permai kecamatan babakan ciparay kota bandung ingin mengadukan terkait pohon besar dan ranting yang kondisinya sudah sangat rimbun dan bercampur dengan kabel listrik di sekitarnya hal ini sangat berbahaya terutama saat hujan deras dan angin kencang kabel yang menjuntai dan ranting pohonnya bisa tertarik saat dilalui kendaraan besar sudah beberapa kali truk tersangkut dalam setahun terakhir batang pohon yang menjuntai bisa mengganggu kelancaran dan keselamatan kendaraan bermotor serta warga yang beraktivitas disekitarnya mohon bantuan untuk segera menindaklanjuti hal ini agar pohon bisa dipangkas atau dirapikan supaya lebih aman terimakasih atas perhatiannya,HIGH
pengaduan resmi terkait kegiatan renang siswa sdn di kolam renang tirta adipura kepada yth kepala dinas kesehatan kota bandung kepala dinas pendidikan kota bandung di kota bandung kami selaku orang tua siswa sdn margahayu raya kota bandung dengan ini menyampaikan pengaduan resmi terkait kegiatan renang yang dilaksanakan sekolah di kolam renang tirta adipura adapun kondisi yang kami temukan di lokasi adalah sebagai berikut air kolam keruh dan tidak terawat tidak sesuai dengan standar kebersihan lantai kolam sangat licin berpotensi menyebabkan kecelakaan bagi anak anak setelah berenang banyak anak mengeluhkan gatal gatal pada kulit yang sangat mengganggu dan berpotensi menimbulkan penyakit kulit kondisi tersebut jelas membahayakan kesehatan dan keselamatan anak anak serta mencerminkan kurangnya pengawasan dari pihak pengelola kolam renang kami menilai hal ini merupakan bentuk kelalaian yang tidak bisa dibiarkan apalagi kegiatan tersebut difasilitasi oleh pihak sekolah sehubungan dengan hal tersebut kami memohon kepada dinas kesehatan kota bandung untuk segera melakukan pemeriksaan dan tindakan tegas terhadap pengelola kolam renang serta memastikan sarana tersebut memenuhi standar kesehatan kami juga meminta dinas pendidikan kota bandung untuk mengevaluasi kegiatan serupa agar tidak lagi memilih fasilitas yang berpotensi membahayakan kesehatan anak anak demikian surat pengaduan ini kami sampaikan dengan penuh kesungguhan besar harapan kami agar segera ada tindak lanjut nyata demi melindungi kesehatan dan keselamatan anak anak atas perhatian dan tindakan cepatnya kami ucapkan kami orang tua siswa sdn margahayu raya kota bandung,LOW
sampah di jalan raya jamika sudah berminggu minggu sampah berserakan di jalan jamika no baunya sangat mengganggu warga sekitar mohon ditindak lanjuti karena dijadikan tps sama orang tidak dikenal,MEDIUM
upah dibawah minimum upah yang sangat minimum rp ribu perhari dengan jam kerja lebih dari jam untuk perusahaan bernama pt dua inti kulinari jalan gedebage selatan no yang bersembunyi di balik nama cv bosthon inti kulinari pembayaran upah lemburan yang tidak jelas kerja lembur tiap hari tetapi yang di bayar kan perusahaan cuma hari lembur dan tanpa di lengkapi detail slip gaji peraturan konyol dimana karyawan dilarang bab dan menunaikan ibadah terutama ketika sholat jumat jam kerja securiti melenceng dari aturan perundang undangan standar jam kerja securiti nasional perusahaan ini bersembunyi di balik nama sekaligus yang seharus nya pt dua inti kulinari mengaku sebagai cv bosthon inti kulinari dan memasang plang di depan pabrik cuman sekedar mahkota ff penyamaran yang sangat mengerikan kepada pihak berwenang mohon segera di usut tuntas lokasi kejadian kota bandung gedebage rancabolang plang bertuliskan mahkota ff aduan ini menjadi kewenangan pemerintah kota bandung,MEDIUM
jalan panjunan rusak parah berlubang jalanan di panjunan rusak parah berlubang sebaiknya diperbaiki dan dibuatkan selokan di sisi jalan agar ada pembuangan drainase jalan cepat rusak karena ada air menggenang kemudian dilalui oleh mobil bermuatan besar saat air tergenang,HIGH
permohonan kejelasan status jalan dan akses publik di jalan terusan gunung batu cicendo bandung kami menyampaikan permohonan kejelasan terkait status dan pengelolaan akses jalan di jalan terusan gunung batu kel sukaraja kec cicendo kota bandung lokasi jalan terusan gunung batu sukaraja kec cicendo kota bandung jawa barat berdasarkan kondisi di lapangan terdapat indikasi bahwa akses jalan tersebut seolah dikuasai oleh pihak pengembang developer antara lain dengan adanya pembatasan akses berupa portal di sisi lain jalan tersebut memiliki fungsi strategis sebagai jalur penghubung yang digunakan masyarakat luas untuk mempersingkat waktu dan jarak tempuh pembatasan akses ini menimbulkan ketidaksesuaian antara fungsi aktual jalan sebagai jalur lintasan publik dengan pengelolaan yang bersifat terbatas kondisi tersebut berpotensi menghambat mobilitas masyarakat serta menimbulkan ketidakpastian terkait status jalan selain itu kondisi fisik jalan saat ini terpantau kurang terpelihara dan cenderung mengkhawatirkan sehingga berdampak pada penurunan kenyamanan dan keamanan pengguna jalan hal ini mengindikasikan keterbatasan atau ketidaksanggupan dalam pemeliharaan infrastruktur oleh pihak pengelola saat ini dalam konteks tersebut apabila jalan dimanfaatkan secara luas oleh masyarakat maka diperlukan kejelasan status serta penanganan yang sesuai dengan standar pelayanan publik agar tidak terjadi ketimpangan antara pemanfaatan dan tanggung jawab pemeliharaan sehubungan dengan hal tersebut kami memohon kejelasan status jalan apakah merupakan jalan umum atau masih menjadi bagian dari pengelolaan privat peninjauan terhadap pembatasan akses portal agar selaras dengan fungsi jalan bagi kepentingan masyarakat luas evaluasi kondisi fisik jalan serta tindak lanjut perbaikan guna menjamin keselamatan dan kenyamanan pengguna apabila memenuhi ketentuan pertimbangan penyerahan pengelolaan jalan kepada pemerintah kota bandung dasar aturan undang undang no tahun tentang jalan yang mengatur bahwa jalan umum diperuntukkan bagi kepentingan masyarakat luas dan harus menjamin keselamatan pengguna undang undang no tahun tentang perumahan dan kawasan permukiman terkait kewajiban pengembang dalam penyediaan serta penyerahan prasarana sarana dan utilitas umum psu peraturan menteri dalam negeri no tahun tentang pedoman penyerahan psu perumahan dan permukiman undang undang no tahun tentang pemerintahan daerah terkait kewenangan pemerintah daerah dalam pengelolaan infrastruktur dan pelayanan publik demikian laporan ini kami sampaikan besar harapan kami agar dapat dilakukan peninjauan dan penetapan kebijakan yang memberikan kepastian hukum keadilan akses serta menjamin keselamatan dan kenyamanan masyarakat atas perhatian dan tindak lanjutnya kami ucapkan,HIGH
jalan rusak minta aspal karena dijadikan rute angkot jalan tampomas kec lengkong sering dilewati angkot dan mobil umum karena ada banyak cafe resto dan sekolah jd cpt rusak tolong segera di aspal sudah thn lokasi kejarian jalan tampomas kec lengkong kel malabar,HIGH
pengelolaan sampah organik di pasar seringkali saya mendapati bahwa sampah organik pasar tidak terangkut karena penuhnya tempat pembuangan akhir tpa selain itu fasilitas pengolahan sampah organik di pasar pasar tidak memadai sebagai contoh kasus penumpukan sampah organik di pasar caringin akhir akhir ini untuk itu saya ingin menyampaikan usulan sbb pedagang diwajibkan memilah sampah organik dengan memasukkannya ke wadah terpisah menurut jenis buah atau sayurannya masing masing tidak dicampur misalnya cangkang durian di wadah terpisah dengan sisa sayuran wortel pengelola pasar apabila tidak dapat mengolahnya maka harus dapat mencari lahan kebun pertanian yang dapat mengolah sampah organik tersebut menjadi kompos idealnya kebun tersebut adalah kebun asal misalnya sayuran yang dijual di pasar tersebut dikirim dari sebuah kebun di lembang bandung maka sisa sisa sayuran organik yang telah dikumpulkan pedagang itu dikirim ke lembang lagi demikian usulan ini diharapkan dapat mengurangi beban pengolahan sampah di pasar dan tpa pengolahan sampah organik menjadi terdistribusi karena didukung oleh lahan pertanian kebun asal pengirim produk pertanian buah sayuran tersebut,LOW
kerusakan permukaan jalan di ruas gegerkalong hilir sari endah kota bandung yth perangkat daerah pemangku kewenangan yang bertanggung jawab atas pengelolaan dan pemeliharaan jalan disampaikan bahwa terdapat kerusakan permukaan jalan di sekitar depan jalan gegerkalong hilir no pada ruas jalan menuju jalan sari endah kecamatan sukasari kota bandung jawa barat kondisi jalan yang rusak tersebut berpotensi mengganggu keselamatan dan kenyamanan pengguna jalan terutama pada jam lalu lintas padat dan saat kondisi cuaca hujan hingga laporan ini disampaikan belum terlihat adanya perbaikan permanen di lokasi dimaksud sehubungan dengan hal tersebut kami mohon agar instansi terkait dapat melakukan pengecekan lapangan dan segera menindaklanjuti dengan perbaikan yang memadai guna mencegah risiko kecelakaan dan kerusakan yang lebih parah demikian laporan ini kami sampaikan atas perhatian dan tindak lanjutnya kami ucapkan kami pelapor,HIGH
preman parkir meresahkan di jalan pajajaran bandung yth satpol pp dishub kota bandung ybs dan apresiasi atas kinerja dan ikhtiar yang dilakukan untuk mewujudkan kota bandung yang lebih nyaman untuk semua bersama laporan ini saya warga kota bandung yang resah sangat resah terhadap keberadaan tukang preman parkir yang menggetok tarif diluar tarif rata rata praktik tersebut bertentangan dengan peraturan wali kota bandung nomor tahun tentang penyelenggaraan perparkiran khususnya ketentuan mengenai penetapan dan pemberlakuan tarif parkir resmi oleh pemerintah daerah kewajiban pemberian karcis parkir sebagai bukti pembayaran yang sah larangan pungutan parkir di luar lokasi parkir resmi penertiban dan pengawasan parkir oleh perangkat daerah terkait di lapangan masih ditemukan oknum parkir liar yang menarik tarif parkir melebihi ketentuan tidak memberikan karcis parkir kepada pengguna jasa beroperasi di lokasi yang merupakan kantong parkir resmi milik pengusaha setempat menggunakan tekanan atau intimidasi psikis kepada masyarakat jika diberi kurang dari tarif yang diminta kondisi ini menimbulkan keresahan publik mengganggu ketertiban umum serta berpotensi merugikan pendapatan asli daerah pad sekaligus tidak sejalan dengan upaya pemerintah kota bandung dalam mewujudkan tata kelola perparkiran yang tertib dan berkeadilan lokasi kopi kenangan pajajaran,HIGH
pengurangan bphtb kota bandung bulan tidak selesai sehubungan dengan surat permohonan pengurangan bphtb no bap bphtb fs ii tanggal desember ke bapenda kota bandung hingga saat ini belum ada keputusan ataupun hasil dari surat permohonan tersebut adapun surat keputusan pengurangan bphtb no p bphtb jb y tanggal maret yang diterbitkan bapenda kota bandung belum diputuskan hinnga saat ini karena terkendala pemerikasaan oleh pejabat yang berwenang untuk memutus bisa tolong dipastikan penyelesaian masalah ini mengingat sudah hampir delapan bulan,LOW
jalan berlubang pada tanggal november terdapat jalan aspal berlubang dan mengakibatkan beberapa pengendara terjatuh di area depan hotel hilton bandung jalan hos cokroaminoto no bandung apabila hujan dan banjir area tersebut atau jalan tersebut tidak terlihat ada lubang mohon agar segera diperbaiki dan di lakukan penambalan jalan,HIGH
backup sdm di kantor kecamatan salam jujur saya tidak tahu apakah semua petugas atau sdm di tiap kecamatan itu seperti ini dimana tidak ada petugas yang membackup setiap divisinya karena kerap kali janjian dengan seseorang atau salah satu bidang kita harus menunggu satu orang atau satu petugasnya jika kita memerlukan sesuatu dan petugasnya malah menginkari janjinya karena beliau bilang ada kegiatan lain ini terjadi di kecamatan sukajadi kota bandung untuk bidang pertanahan urusan birokrasi pertanahan maksudnya saya yang bodoh yang tidak tau jika di jam kerja itu petugas atau sdm diperbolehkan mengikuti kegiatan lain diluar kantor padahal ada masyarakat yang memerlukan beliau at least kalo pun orang yang menjanjikannya tidak ada ya harusnya ada yang menggantikan,MEDIUM
pengaduan pungli liar pungli biaya parkir yang berlebihan di depan toserba yogya pajajaran kota bandung kronologi masuk parkir jam keluar parkir jam awal diberikan tanggapan tukang parkir masa dan saya bertanya balik harusnya berapa tanggapan tukang parkir saya menanggapi yaudah tidak tidak apa tapi ada karcisnyakan tanggapan tukang parkir saya ambil dulu setelah saya diberikan karcis isi karcis tidak wajar foto terlampir dalam karcis tertulis jam jumlah waktu jam dan kendaraan saya mobil pajero dianggap mobil box informasi sebelumnya saya parkir di pascal selama jam senilai dan resmi parkir didepan yogya kenapa bisa semahal itu mohon untuk di tindak lanjut pengaduan ini mengingat pastinya sudah banyak korban yang di perlakukan seperti ini,HIGH
branhang kotor halo selamat pagi saya mau menyampaikan bahwa branhang di belakang rumah saya rasanya sudah lama sekali tidak di bersihkan sekarang branhang tsb menjadi sarang nyamuk tikus kecoa dan hama lain nya dan aliran air nya kurang bagus hingga mengikis tembok rumah saya hingga menyebabkan kebocoran rembes kedalam kamar tidur saya alamat saya di jalan sinom no rukun tetangga rukun warga kelurahan turangga kecamatan lengkong kota bandung mohon untuk di perhatikan dan di tindak lanjuti lebih jauh,LOW
kesulitan login akun salaman saya bermaksud menyampaikan pengaduan terkait kendala akses akun pada aplikasi salaman saat ini saya tidak dapat melakukan login karena nik saya sudah terdata di sistem namun ketika mencoba menggunakan fitur lupa password sistem meminta verifikasi melalui alamat email yang tidak sesuai dan bukan email saya sehingga proses pemulihan akun tidak dapat dilanjutkan sebagai informasi saya merupakan kepala keluarga dan saat ini sedang memerlukan akses ke aplikasi salaman untuk mengajukan permohonan pindah domisili sehingga kendala ini sangat menghambat proses administrasi yang sedang berjalan sehubungan dengan hal tersebut saya mohon bantuan bapak ibu untuk melakukan pengecekan dan verifikasi data akun berdasarkan nik saya danmembantu pemulihan atau pembaruan data email agar saya dapat kembali mengakses akun salaman sebagai bahan verifikasi saya bersedia melampirkan dokumen pendukung apabila diperlukan atas perhatian dan bantuan bapak ibu saya ucapkan saya satrio nugroho,LOW
keberatan tapi tidak diresponse pihak terkait saat ini sudah berdiri lantai mengapa ada apa apa kami salah satu warga di sekitar jalan sarijadi raya no atau dekat sekitaran yamaha sarijadi dengan ini mengadukan beberapa kendala dengan melihat progress pembangungan gedung yang konon katanya akan dibangun empat lantai sementara kami warga tidak pernah merasa diminta ijin oleh pihak pengontrak maupun pemilik gedung yang akan dibangun bagaimana mungkin akan terbayang jika gedung tersebut jadi bagaimana cahaya matahari rumah kami lingkungan yang nyaman dan sudah cukup padat berdempet dempetan ditambah tiba tiba ada gedung lantai muncul dimana etika dan estetika nya pepohonan didareah kami terus berkurang dan jika hujan besar di jalan sarijadi raya selalu banjir dari selokan dan banyak batuan kecil dn sampah menggenangi jalan baik dari lingkungan sekitar maupun banjir bawaan dari arah atas jalan sarijadi atas belum lagi kami dengar sepintas yang kerja di pekerjaan proyek tersebut hampir semua adalah pendatang dari daerah tertentu dan tidak ada etika sopan santun ke warga baik saat melintas maupun yang tiba tiba lokasi depan proyek jadi area tongkrongan pekerja proyek saat iistirahat dan sangat berisik dengan bahasa logat mereka bahkan kami dengar dari beberapa sumber mereka selain di bedeng proyek juga menginap dengan mengontrak rumah warga sekitar dan memaksakan over capacity contoh rumah kontrakan dengan orang dipaksakan tinggal sampai dan orang dan konon kata pengurus setempat pernah berselisih dengan warga asli tolong di razia semua tempat kontrakan dan kos an wilayah cilandak dangdeur sarijadi apalagi sekitar proyek yang ngontrak tidak punya etika dan sopan santun ke tetangga warga asli yang punya kontrakan tinggal entah dimana hanya mementingkan uang di komplain sama nya akhir kata kami hanya peduli kenyamanan dan ke amanan lingkungan kami kenapa gedung itu di beri ijin sampai dengan empat lantai dan kami warga sekitar tidak merasa ada atau kami semua tidak pernah diminta persetujuan tetangga saat sebelum pembangunan ada apa dengan aparat perijinan terkait sembunyi saat pengajuan pengurusan ijin bangunan demikian laporan ini kami sampaikan dan demi kenyamanan dan keamanan kami dan keluarga besar kami untuk saat ini kami minta data kami di rahasiakan mengingat arogansi pekerja proyek baik mandor dan pemimpin sampai dengan kelas tukang semua tidak memiliki sopan santun dengan lingkungan sekitar kami mrs xx mewakili beberapa warga berdampingan lokasi kurang lebih ada kk,MEDIUM
keluhan warga rukun tetangga rukun warga cisaranten endah terkait aktivitas mengganggu lingkungan kami warga rukun tetangga rukun warga kelurahan cisaranten endah kecamatan arcamanik kota bandung menyampaikan keluhan dan keberatan atas sejumlah aktivitas yang berlangsung di lingkungan permukiman kami tepatnya di sekitar jalan cikajang raya cisaranten endah yang berbatasan langsung dengan taman balon udara adapun aktivitas aktivitas tersebut antara lain pembakaran sampah limbah yang menimbulkan asap bau tidak sedap risiko gangguan kesehatan warga pencemaran lingkungan serta potensi kebakaran kegiatan peternakan ayam di area permukiman yang menimbulkan bau menyengat peningkatan populasi lalat polusi udara serta potensi penularan penyakit aktivitas penggorengan kopi yang menyebabkan polusi udara dan bau tidak sedap sehingga mengganggu kenyamanan warga aktivitas bengkel motor yang menimbulkan kebisingan saat pengetesan mesin berpotensi kebakaran serta tidak dilengkapi dengan apar alat pemadam api ringan penjualan bensin eceran di dekat permukiman warga yang berpotensi menimbulkan kebakaran dan tidak dilengkapi apar suara bising dari penggunaan sound system pada acara acara yang sering diadakan di wilayah kampung parakan saat cisaranten indah yang berdampak pada gangguan tidur stres gangguan konsentrasi serta risiko gangguan kesehatan lainnya bagi warga kami memohon kepada pihak berwenang agar dapat meninjau langsung lokasi tersebut serta melakukan pembinaan dan atau penindakan sesuai ketentuan yang berlaku demi menjaga keamanan ketertiban dan kesehatan lingkungan warga sebagai bahan pendukung kami telah melampirkan surat keluhan resmi beserta daftar nama warga yang terdampak atas perhatian dan tindak lanjutnya kami ucapkan,MEDIUM
ketua rukun tetangga rukun warga kel sadang serang kec coblong tolong di ganti ketua rukun tetangga rukun warga kel sadang serang kec coblong ini rukun tetangga udah tidak bener bapak deden ini tidak bisa ngejalanin tugasnya sebagai rukun tetangga tolong di tindak dan di ganti setiap kali di minta tanda tangan atau keperluan untuk tidak ada di tempat buat apa di pertahankan klo attitude nya saja jelek dan sebagai rukun tetangga bapak deden ini tidak jujur semenjak nikah lagi samaistri barunya banyak tuga sebagai rukun tetangga terbengkalai keluarga nyasaja tidak ter urus apalagi warganya,LOW
trotoar dan jalan risiko amblas trotoar dan jalan di wastukencana a kota bandung retak besar terangkat dan risiko amblas karena hujan deras dan aliran gorong di bawah trotoar,HIGH
perusahaan princeton digital group membuang limbah asap hitam selamat pagi saya pegawai pajak bandung cicadas mau melaporkan perusahaan princeton digital group jalan soekarno hatta no bandung rutin membuang limbah asap hitam seminggu kali dan membuat kita sekantor menghidup nya beserta pengunjung tolong ditindaklanjuti,HIGH
permohonan surat declaration of residence nationality and marital status yth bapak ibudinas kependudukan dan pencatatan sipil kota bandung perkenalkan saya santi velantia warga negara indonesia dengan ktp kota bandung saat ini saya sedang mempersiapkan dokumen untuk keperluan administrasi pernikahan dengan warga negara asing di belanda salah satu dokumen yang dipersyaratkan oleh pihak otoritas setempat adalah declaration of residence nationality and marital status yang akan digunakan untuk proses administrasi di belanda dan selanjutnya diajukan apostille di kementerian hukum dan ham republik indonesia sehubungan dengan hal tersebut saya ingin menanyakan apakah disdukcapil kota bandung dapat menerbitkan surat keterangan yang memuat informasi mengenai domisili alamat tempat tinggal kewarganegaraan wni status perkawinan belum menikah apa saja persyaratan dokumen yang perlu saya siapkan untuk pengajuan surat tersebut informasi ini sangat saya perlukan agar dokumen yang diterbitkan sesuai dengan ketentuan yang berlaku untuk penggunaan di luar negeri atas perhatian dan bantuan bapak ibu saya ucapkan,LOW
pembakaran sampah secara massif hallo saya warga yang sementara tinggal di bukit dago selatan per hari ini mau melaporkan tindakan anak penjaga rumah kosong yang sudah satu bulan secara massif membakar sampah dan seperti nya bekerjasama dengan penampungan untuk membakar sampah di rumah kosong yang sudah lama tidak ditempati oleh pemilik aslinya dan hanya oleh penjaga rumah setiap hari ada sampai x membakar sampah seperti plastik bahkan bathtub dan lemari gerobak lainnya puncaknya tanggal januari membakar sampah dari pagi pukul sampai magrib kami sedang mencari data pemilik rumah kosong tersebut dikarenakan penjaga rumah tak mau anaknya disalahkan tak ada tindakan dari rukun tetangga dan keamanan karena harus memaklumi anak penjaga rumah tersebut yang bebal chat akan terlampir sudah di screen shoot tetangga yang lain sudah menegur bahkan sudah didatangi masih melakukan pembakaran sampah terusan di rumah kosong yang beralamat jalan terusan bukit dago selatan no blok hc rukun tetangga rukun warga kelurahan dago kecamatan coblong bandung,MEDIUM
laporan kebisingan ditengah pemukiman warga di pasar sae sarijadi cafe cafenya menyetel musik kencang sampai tengah malam bahkan subuh bukti bukti udah kami rekam warga disekitar sangat terganggu apalagi yang punya bayi dan balita tolong segera ditegur banyak anak muda kumpul kumpul dan membuat kebisingan menyetel musik disko ditengah malam sudah berbulan bulan tolong banget ditindak bukti bukti video ada ya karna rumah kami bersebelahan sm pasar tersebut buktinya berupa video dan kami juga sudah lapor ke instansi kepolisian cuma belum ada tindakan semoga ikhtiar saya lapor kesana kemari ada hasilnya saya punya balita yang jadi tidak bisa nyenyak tidur kasian sekali soalnya saya sendiri juga sangat terganggu jadi tidak bisa istirahat semoga ada solusi agar semua ini tidak terjadi kembali,MEDIUM
penutup beton bekas galian kondisinya retak dan mengalami penurunan berpotensi ambrol yth dinas sumber daya air dan bina marga kota bandung melalui form ini mohon izin kami menyampaikan laporan bahwa di jalan tamansari no kecamatan coblong kota bandung sekitar area gerbang utara itb kampus ganesha atau dekat jalan masuk ke sabuga terdapat penutup beton bekas galian yang kondisinya retak dan mengalami penurunan serta berpotensi ambrol sehingga dapat membahayakan pengguna kendaraan kami mohon kiranya dinas sumber daya air dan bina marga kota bandung dapat melakukan pemeriksaan dan penanganan lebih lanjut agar tidak menimbulkan risiko kecelakaan atau kerusakan jalan lebih lanjut atas perhatian dan tindak lanjut yang diberikan kami ucapkan kami pelapor maman surahman wargi bandung email surahman man gmail com link lokasi objek yang dilaporkan link,HIGH
bangunan tanpa ijin mengganggu tiang kabel listrik bangunan dengan alamat gg bukit satra no rukun tetangga rukun warga kel hegarmana kec cidadap kota bandung terdapat bangunan yang belum berijin tetapi pembangunan tetap berjalan mengganggu kabel tiang listrik masyarakat sekitar harap segera dicek perijin pembangunan tersebut,MEDIUM
