judul,isi_laporan,info,link,clean_text,judul_clean,final_text,label,low,med,high
Pemungutan Uang Kas Sd Santaka. Mangunarga Cimanggung ..Sumedang,Terjadi pemungutan uang kas kelas dan uang kas wali murid....tidak memaksa tapi di tagih...dan ada yang menyampaikan pendapat disebut provokator..dan ada intimidasi atas nama panguyuban dan ada ancaman anak murid akan dikeluarkan dari sekolah...mohon intansi yang terkait...untuk ditindak lanjuti,"  RABU, 2024/08/07 |   ADMINISTRASI SISWA |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pemungutan-uang-kas-sd-santaka-mangunarga-cimanggung-sumedang-202408090945041723171504236,terjadi pemungutan uang kas kelas dan uang kas wali murid tidak memaksa tapi di tagih dan ada yang menyampaikan pendapat disebut provokator dan ada intimidasi atas nama panguyuban dan ada ancaman anak murid akan dikeluarkan dari sekolah mohon intansi yang terkait untuk ditindak lanjuti,pemungutan uang kas sd santaka mangunarga cimanggung sumedang,pemungutan uang kas sd santaka mangunarga cimanggung sumedang terjadi pemungutan uang kas kelas dan uang kas wali murid tidak memaksa tapi di tagih dan ada yang menyampaikan pendapat disebut provokator dan ada intimidasi atas nama panguyuban dan ada ancaman anak murid akan dikeluarkan dari sekolah mohon intansi yang terkait untuk ditindak lanjuti,LOW,,,
Tidak Bisa Login Di Akun Sumedang Simpati Academy,"Selamat siang,
saya mau login di akun SSA tetapi tidak bisa sampai saat ini, sedangkan paling batas terakhir tanggal 8, saya sudah coba email kepada pihak terkait tetapi masih belum ada respon,mohon bantuannya untuk membantu follow up.
terimakasih",BALAI DIKLAT |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/tidak-bisa-login-di-akun-sumedang-simpati-academy-202312051442331701762153315,selamat siang saya mau login di akun ssa tetapi tidak bisa sampai saat ini sedangkan paling batas terakhir tanggal saya sudah coba email kepada pihak terkait tetapi masih belum ada respon mohon bantuannya untuk membantu follow up terimakasih,tidak bisa login di akun sumedang simpati academy,tidak bisa login di akun sumedang simpati academy selamat siang saya mau login di akun ssa tetapi tidak bisa sampai saat ini sedangkan paling batas terakhir tanggal saya sudah coba email kepada pihak terkait tetapi masih belum ada respon mohon bantuannya untuk membantu follow up terimakasih,LOW,,,
Jalan Desa Rusak,Jalan di desa kami sangat rusak hingga ada kecelakaan dan tidak ada di tangani oleh pemerintah setempat,"  LAINNYA TERKAIT PEMBANGUNAN DESA, DAERAH TERTINGGAL, DAN TRANSMIGRASI |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-desa-rusak-202307282044281690551868256,jalan di desa kami sangat rusak hingga ada kecelakaan dan tidak ada di tangani oleh pemerintah setempat,jalan desa rusak,jalan desa rusak jalan di desa kami sangat rusak hingga ada kecelakaan dan tidak ada di tangani oleh pemerintah setempat,HIGH,,,
Perbaikan Fasilitas Di Sport Centre Cigugur Sumedang,"Yth. bapak bupati sumedang,
saya salah seorang pengguna fasilitas sport centre cigugur sumedang yang rutin berolahraga disana setiap 4 kali sd 5 setiap minggunya. kondisi fasilitas olahraga disana sangat mengkhawatirkan. ketika musim hujan jogging track becek,kadang air pun menggenang, rumput² tumbuh tinggi dan subur dimana², tidak ada tempat sampah, kotor, fasilitas toilet tidak refresentatif, dan ketika musim panas jogging track kering+kebullll pa...
mohon dengan hormat, kiranya dapat menjadi prioritas kebijakan dalam pembangunan sumedang, tidak hanya penambahan aksesnya saja ke cigugur namun untuk infrastruktur didalamnya pun diperhatikan, terima kasih.
salam sehat untuk bapak dan jajaran pemda sumedang.",TOPIK LAINNYA |   LAPORAN 6 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/perbaikan-fasilitas-di-sport-centre-cigugur-sumedang,yth bapak bupati sumedang saya salah seorang pengguna fasilitas sport centre cigugur sumedang yang rutin berolahraga disana setiap kali sd setiap minggunya kondisi fasilitas olahraga disana sangat mengkhawatirkan ketika musim hujan jogging track becek kadang air pun menggenang rumput² tumbuh tinggi dan subur dimana² tidak ada tempat sampah kotor fasilitas toilet tidak refresentatif dan ketika musim panas jogging track kering kebull bapak mohon kiranya dapat menjadi prioritas kebijakan dalam pembangunan sumedang tidak hanya penambahan aksesnya saja ke cigugur namun untuk infrastruktur didalamnya pun diperhatikan salam sehat untuk bapak dan jajaran pemda sumedang,perbaikan fasilitas di sport centre cigugur sumedang,perbaikan fasilitas di sport centre cigugur sumedang yth bapak bupati sumedang saya salah seorang pengguna fasilitas sport centre cigugur sumedang yang rutin berolahraga disana setiap kali sd setiap minggunya kondisi fasilitas olahraga disana sangat mengkhawatirkan ketika musim hujan jogging track becek kadang air pun menggenang rumput² tumbuh tinggi dan subur dimana² tidak ada tempat sampah kotor fasilitas toilet tidak refresentatif dan ketika musim panas jogging track kering kebull bapak mohon kiranya dapat menjadi prioritas kebijakan dalam pembangunan sumedang tidak hanya penambahan aksesnya saja ke cigugur namun untuk infrastruktur didalamnya pun diperhatikan salam sehat untuk bapak dan jajaran pemda sumedang,LOW,,,
Mas Berlaku SKPWNI,"Mohon infomsinya untuk masa berlaku SKPWNI berapa hari ya, jika masa berlaku habis apa bisa pembuatan kembali secara online.

terima kasih",ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/mas-berlaku-skpwni-202305031051511683085911660,mohon infomsinya untuk masa berlaku skpwni berapa hari ya jika masa berlaku habis apa bisa pembuatan kembali secara online,mas berlaku skpwni,mas berlaku skpwni mohon infomsinya untuk masa berlaku skpwni berapa hari ya jika masa berlaku habis apa bisa pembuatan kembali secara online,LOW,,,
Kartu Kis,"Kenapa kartu kis ibu saya jadi tidak aktif lagi, sedangkan punya adik saya masih aktif, saya mencoba menanyakan ke kantor kecamatan cimanggung sumedang katanya data nya terhapus dan mau di perbaiki tapi sampai saat ini masih blm aktif",LAINNYA TERKAIT KESEHATAN |   LAPORAN 14 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/kartu-kis-202308030823421691025822072,kenapa kartu kis ibu saya jadi tidak aktif lagi sedangkan punya adik saya masih aktif saya mencoba menanyakan ke kantor kecamatan cimanggung sumedang katanya data nya terhapus dan mau di perbaiki tapi sampai saat ini masih belum aktif,kartu kis,kartu kis kenapa kartu kis ibu saya jadi tidak aktif lagi sedangkan punya adik saya masih aktif saya mencoba menanyakan ke kantor kecamatan cimanggung sumedang katanya data nya terhapus dan mau di perbaiki tapi sampai saat ini masih belum aktif,LOW,,,
Jalan Rusak Akibat Proyek Tol Sepanjang Legok-Conggeang Yang Menelan Korban Jiwa,"Jalan rusak yang sering dilalui masyarakat sepanjang legok-conggeang semakin parah kerusakannya karena proyek tol cisumdawu, dan juga mengakibatkan hilangnya nyawa seorang anak akibat kelalaian pekerja proyek.

berikut link nya :
https://www.facebook.com/groups/775377929917064/permalink/1327309254723926/",INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-rusak-akibat-proyek-tol-sepanjang-legok-conggeang-yang-menelan-korban-jiwa,jalan rusak yang sering dilalui masyarakat sepanjang legok conggeang semakin parah kerusakannya karena proyek tol cisumdawu dan juga mengakibatkan hilangnya nyawa seorang anak akibat kelalaian pekerja proyek berikut link nya,jalan rusak akibat proyek tol sepanjang legok conggeang yang menelan korban jiwa,jalan rusak akibat proyek tol sepanjang legok conggeang yang menelan korban jiwa jalan rusak yang sering dilalui masyarakat sepanjang legok conggeang semakin parah kerusakannya karena proyek tol cisumdawu dan juga mengakibatkan hilangnya nyawa seorang anak akibat kelalaian pekerja proyek berikut link nya,MEDIUM,,,
Pdam Tanjungsari Sumedang,Sudah 3 bulan lebih air tidak mengalir ke wilayah komplek perum altha regency. tapi tagihan tetap berjalan. tidak ada penanganan petugas di lapangan. hanya cek meteran saja tidak ada tindakan penanganan air tidak mengalir.,GANGGUAN LAYANAN PENYALURAN AIR |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pdam-tanjungsari-sumedang-202310210914551697854495879,sudah bulan lebih air tidak mengalir ke wilayah komplek perum altha regency tapi tagihan tetap berjalan tidak ada penanganan petugas di lapangan hanya cek meteran saja tidak ada tindakan penanganan air tidak mengalir,perusahaan daerah air minum tanjungsari sumedang,perusahaan daerah air minum tanjungsari sumedang sudah bulan lebih air tidak mengalir ke wilayah komplek perum altha regency tapi tagihan tetap berjalan tidak ada penanganan petugas di lapangan hanya cek meteran saja tidak ada tindakan penanganan air tidak mengalir,MEDIUM,,,
Jalan Rusak Dan Berlubang,"Jalan umum yang status jalannya masuk ke desa Kaduwulung Kecamatan Situraja Kabupaten Sumedang, Jawa barat, tapi posisi jalan lebih sering di lewati warga dusun sahang desa dayeuhluhur Kecamatan Ganeas Kabupaten Sumedang, jalan tersebut sudah belasan tahun di biarkan rusak, warga dusun sahang yang sudah mulai resah dengan kerusakan jalan tersebut sudah mengajukan perbaikan ke 2 desa namun tida ada tanggapan , saya berharap dari pihak Pemprov Jabar bisa membantu perbaikan jalan tersebut yg kurang lebih hanya berjarak 1 km, karena dapat membahayakan pengguna jalan terutama pendatang karena kondisi jalan yang rusak dan tidak ada penerangan lampu jalan sama sekali, terlebih lagi akan segera datang hari raya Idul fitri dimanna pasti banyak para pemudik. Belum lagi saat ini musim hujan, jalan yang licin sering mengakibatkan kecelakaan, saya memohon kepada Pemprov Jabar untuk segera di tindak lanjuti .Lokasi Kejadian [KABUPATEN SUMEDANG] | [SITURAJA] | [KADUWULUNG] | [Lokasi jalan rusak (Desa Kaduwulung, Kecamatan Situraja, Kabupaten Sumedang) jalan yg sering di lewati warga (dusun sahang, Desa Dayeuhluhur Kecamatan Ganeas)] Aduan ini menjadi kewenangan Pemerintah Daerah Kab. Sumedang","  RABU, 2024/03/20 |   LAINNYA TERKAIT PEMBANGUNAN DESA, DAERAH TERTINGGAL, DAN TRANSMIGRASI |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-rusak-dan-berlubang-202403210956371710989797517,jalan umum yang status jalannya masuk ke desa kaduwulung kecamatan situraja kabupaten sumedang jawa barat tapi posisi jalan lebih sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas kabupaten sumedang jalan tersebut sudah belasan tahun di biarkan rusak warga dusun sahang yang sudah mulai resah dengan kerusakan jalan tersebut sudah mengajukan perbaikan ke desa namun tida ada tanggapan saya berharap dari pihak pemprov jabar bisa membantu perbaikan jalan tersebut yang kurang lebih hanya berjarak km karena dapat membahayakan pengguna jalan terutama pendatang karena kondisi jalan yang rusak dan tidak ada penerangan lampu jalan sama sekali terlebih lagi akan segera datang hari raya idul fitri dimanna pasti banyak para pemudik belum lagi saat ini musim hujan jalan yang licin sering mengakibatkan kecelakaan saya memohon kepada pemprov jabar untuk segera di tindak lanjuti lokasi kejadian kabupaten sumedang situraja kaduwulung lokasi jalan rusak desa kaduwulung kecamatan situraja kabupaten sumedang jalan yang sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas aduan ini menjadi kewenangan pemerintah daerah kab sumedang,jalan rusak dan berlubang,jalan rusak dan berlubang jalan umum yang status jalannya masuk ke desa kaduwulung kecamatan situraja kabupaten sumedang jawa barat tapi posisi jalan lebih sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas kabupaten sumedang jalan tersebut sudah belasan tahun di biarkan rusak warga dusun sahang yang sudah mulai resah dengan kerusakan jalan tersebut sudah mengajukan perbaikan ke desa namun tida ada tanggapan saya berharap dari pihak pemprov jabar bisa membantu perbaikan jalan tersebut yang kurang lebih hanya berjarak km karena dapat membahayakan pengguna jalan terutama pendatang karena kondisi jalan yang rusak dan tidak ada penerangan lampu jalan sama sekali terlebih lagi akan segera datang hari raya idul fitri dimanna pasti banyak para pemudik belum lagi saat ini musim hujan jalan yang licin sering mengakibatkan kecelakaan saya memohon kepada pemprov jabar untuk segera di tindak lanjuti lokasi kejadian kabupaten sumedang situraja kaduwulung lokasi jalan rusak desa kaduwulung kecamatan situraja kabupaten sumedang jalan yang sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas aduan ini menjadi kewenangan pemerintah daerah kab sumedang,HIGH,,,
Terdapat Beberapa Ruas Jalan Kol Achmad Syam Rusak,"Tolong diperbaiki jalan kol ahmad syam, desa sayang, kecamatan jatinangor, sumedang, jawa barat, karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor, terutama dititik koordinat -6.952831,107.770512","  RABU, 2023/07/12 |   JALAN BERLUBANG |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/terdapat-beberapa-ruas-jalan-kol-achmad-syam-rusak-202307131412521689232372368,tolong diperbaiki jalan kol ahmad syam desa sayang kecamatan jatinangor sumedang jawa barat karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor terutama dititik koordinat,terdapat beberapa ruas jalan kol achmad syam rusak,terdapat beberapa ruas jalan kol achmad syam rusak tolong diperbaiki jalan kol ahmad syam desa sayang kecamatan jatinangor sumedang jawa barat karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor terutama dititik koordinat,HIGH,,,
Saluran & Gorong-Gorong Yg Tersendat,"Assalamu’alaikum
selamat sore kak, saya mau melaporkan bahwa di alamat saya;
dsn. Tunggul Hideung, Desa Ciptasari, Kecamatan Pamulihan, Kabupaten Sumedang,
ada saluran/gorong-gorong yang tersendat yang menimbulkan banjir di jalan raya dan luber ke tempat usaha saya yang posisinya berada lebih rendah dari jalan raya.
berikut saya lampirkan bukti namun dalam keadaan sudah mulai surut.",DRAINASE (GORONG-GORONG/PARIT) |   LAPORAN 15 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/saluran-gorong-gorong-yg-tersendat-202403011641021709286062057,assalamu alaikum selamat sore kak saya mau melaporkan bahwa di alamat saya dsn tunggul hideung desa ciptasari kecamatan pamulihan kabupaten sumedang ada saluran gorong gorong yang tersendat yang menimbulkan banjir di jalan raya dan luber ke tempat usaha saya yang posisinya berada lebih rendah dari jalan raya berikut saya lampirkan bukti namun dalam keadaan sudah mulai surut,saluran gorong gorong yang tersendat,saluran gorong gorong yang tersendat assalamu alaikum selamat sore kak saya mau melaporkan bahwa di alamat saya dsn tunggul hideung desa ciptasari kecamatan pamulihan kabupaten sumedang ada saluran gorong gorong yang tersendat yang menimbulkan banjir di jalan raya dan luber ke tempat usaha saya yang posisinya berada lebih rendah dari jalan raya berikut saya lampirkan bukti namun dalam keadaan sudah mulai surut,MEDIUM,,,
Membuat Kartu Keluarga,"Katanya bisa membuat kartu keluarga secara online di aplikasi tahu sumedng. tapi kok punya saya di batalkan terus ya, begimana ini teh ? saya tidak ada waktu mengurus secara online, tolong lah di permudah, giliran menyalahkan pemerintah malah tidak mau, giliran di turutin aturan nyah malah di persulit di per susah.","  MINGGU, 2024/06/02 |   ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL |   LAPORAN 6 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/membuat-kartu-keluarga-202407241507081721808428952,katanya bisa membuat kartu keluarga secara online di aplikasi tahu sumedng tapi kok punya saya di batalkan terus ya begimana ini teh saya tidak ada waktu mengurus secara online tolong lah di permudah giliran menyalahkan pemerintah malah tidak mau giliran di turutin aturan nyah malah di persulit di per susah,membuat kartu keluarga,membuat kartu keluarga katanya bisa membuat kartu keluarga secara online di aplikasi tahu sumedng tapi kok punya saya di batalkan terus ya begimana ini teh saya tidak ada waktu mengurus secara online tolong lah di permudah giliran menyalahkan pemerintah malah tidak mau giliran di turutin aturan nyah malah di persulit di per susah,LOW,,,
Lampu Pju Mati,"Assalamualaikum..sy warga rt03/10 kel.situ sumedang memohon agar pju yg ada di lingkungan kami agar segera diperbaiki demi kenyamanan dan keamanan pengguna jalan..terimakasih
lokasi kejadian kab. sumedang sumedang utara situ pertigaan jl.angkrek dgn jl.statistik sumedang
aduan ini menjadi kewenangan pemerintah kabupaten sumedang",PENERANGAN JALAN |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/lampu-pju-mati-202506111016041749611764671,assalamualaikum saya warga rt kel situ sumedang memohon agar pju yang ada di lingkungan kami agar segera diperbaiki demi kenyamanan dan keamanan pengguna jalan terimakasih lokasi kejadian kab sumedang sumedang utara situ pertigaan jalan angkrek dengan jalan statistik sumedang aduan ini menjadi kewenangan pemerintah kabupaten sumedang,lampu pju mati,lampu pju mati assalamualaikum saya warga rt kel situ sumedang memohon agar pju yang ada di lingkungan kami agar segera diperbaiki demi kenyamanan dan keamanan pengguna jalan terimakasih lokasi kejadian kab sumedang sumedang utara situ pertigaan jalan angkrek dengan jalan statistik sumedang aduan ini menjadi kewenangan pemerintah kabupaten sumedang,MEDIUM,,,
